account_id,district_id,frequency,Account_type,new_date ,Card assign 
530,54,Monthly issuance,NRI account,2020-11-19,Silver
508,74,Monthly issuance,NRI account,2020-11-19,Silver
341,28,Monthly issuance,Savings account,2020-11-19,Silver
3256,40,Monthly issuance,Savings account,2020-11-19,Silver
4033,57,Monthly issuance,Salary account,2020-11-19,Silver
5878,76,Monthly issuance,Savings account,2020-11-19,Silver
77,63,Monthly issuance,Savings account,2020-11-19,Silver
1320,58,Monthly issuance,Savings account,2020-11-18,Silver
3376,58,Monthly issuance,NRI account,2020-11-17,Silver
1260,5,Monthly issuance,Savings account,2020-11-17,Silver
1021,42,Monthly issuance,Salary account,2020-11-17,Silver
48,21,Monthly issuance,Savings account,2020-11-17,Silver
4069,38,Monthly issuance,Salary account,2020-11-17,Silver
3564,14,Monthly issuance,NRI account,2020-11-17,Silver
63,22,Monthly issuance,Salary account,2020-11-16,Silver
1991,1,Monthly issuance,NRI account,2020-11-16,Silver
3291,45,Monthly issuance,NRI account,2020-11-16,Silver
2385,60,Monthly issuance,Savings account,2020-11-15,Silver
2032,36,Monthly issuance,Salary account,2020-11-14,Silver
570,3,Monthly issuance,Savings account,2020-11-14,Silver
993,6,Monthly issuance,NRI account,2020-11-14,Silver
3884,1,Monthly issuance,Salary account,2020-11-14,Silver
3765,32,Monthly issuance,NRI account,2020-11-14,Silver
3589,5,Monthly issuance,NRI account,2020-11-13,Silver
2967,38,Monthly issuance,NRI account,2020-11-13,Silver
3437,1,Monthly issuance,NRI account,2020-11-13,Silver
4102,60,Monthly issuance,NRI account,2020-11-13,Silver
3498,31,Monthly issuance,Salary account,2020-11-12,Silver
2258,3,Monthly issuance,Savings account,2020-11-12,Silver
3177,74,Monthly issuance,Salary account,2020-11-12,Silver
1638,6,weekly issuance,Savings account,2020-11-12,Diamond
3819,69,Monthly issuance,Salary account,2020-11-11,Silver
6157,34,Monthly issuance,Salary account,2020-11-11,Silver
1326,52,Monthly issuance,NRI account,2020-11-11,Silver
4286,43,Monthly issuance,Savings account,2020-11-11,Silver
3224,55,Monthly issuance,Salary account,2020-11-10,Silver
829,59,Monthly issuance,Savings account,2020-11-10,Silver
511,14,Monthly issuance,NRI account,2020-11-10,Silver
3560,57,Monthly issuance,Salary account,2020-11-10,Silver
1555,34,Monthly issuance,Savings account,2020-11-10,Silver
2160,72,Monthly issuance,Salary account,2020-11-10,Silver
4383,73,Monthly issuance,NRI account,2020-11-10,Silver
2517,55,issuance after a transaction,Savings account,2020-11-10,Gold
2107,70,Monthly issuance,Salary account,2020-11-09,Silver
9333,36,Monthly issuance,Savings account,2020-11-08,Silver
4753,1,Monthly issuance,Savings account,2020-11-07,Silver
9528,19,Monthly issuance,Salary account,2020-11-07,Silver
91,17,Monthly issuance,NRI account,2020-11-06,Silver
3615,46,Monthly issuance,NRI account,2020-11-05,Silver
1324,42,Monthly issuance,Savings account,2020-11-05,Silver
431,18,Monthly issuance,NRI account,2020-11-05,Silver
11328,54,Monthly issuance,NRI account,2020-11-05,Silver
3626,51,Monthly issuance,Savings account,2020-11-05,Silver
1899,26,Monthly issuance,NRI account,2020-11-05,Silver
2130,46,Monthly issuance,NRI account,2020-11-04,Silver
714,23,Monthly issuance,Salary account,2020-11-04,Silver
255,68,Monthly issuance,Savings account,2020-11-03,Silver
2193,44,Monthly issuance,NRI account,2020-11-03,Silver
9455,73,Monthly issuance,NRI account,2020-11-03,Silver
3557,72,Monthly issuance,Salary account,2020-11-02,Silver
1663,55,Monthly issuance,Savings account,2020-11-02,Silver
6265,5,Monthly issuance,NRI account,2020-11-01,Silver
1683,77,Monthly issuance,Savings account,2020-11-01,Silver
6440,1,Monthly issuance,Salary account,2020-11-01,Silver
926,36,Monthly issuance,Savings account,2020-11-01,Silver
2685,67,Monthly issuance,NRI account,2020-11-01,Silver
2279,2,weekly issuance,Salary account,2020-10-30,Diamond
1478,5,Monthly issuance,Salary account,2020-10-30,Silver
3228,29,Monthly issuance,NRI account,2020-10-30,Silver
221,19,Monthly issuance,NRI account,2020-10-30,Silver
3022,64,Monthly issuance,NRI account,2020-10-30,Silver
122,31,Monthly issuance,Savings account,2020-10-30,Silver
2418,64,Monthly issuance,Savings account,2020-10-29,Silver
806,13,Monthly issuance,Salary account,2020-10-29,Silver
65,36,Monthly issuance,Savings account,2020-10-29,Silver
9201,69,Monthly issuance,Savings account,2020-10-28,Silver
888,54,Monthly issuance,Salary account,2020-10-28,Silver
4715,8,Monthly issuance,Savings account,2020-10-28,Silver
3956,6,Monthly issuance,Salary account,2020-10-28,Silver
4375,39,Monthly issuance,Savings account,2020-10-28,Silver
1855,34,Monthly issuance,NRI account,2020-10-27,Silver
224,15,Monthly issuance,Salary account,2020-10-27,Silver
281,1,Monthly issuance,NRI account,2020-10-27,Silver
199,70,Monthly issuance,Savings account,2020-10-26,Silver
778,68,Monthly issuance,NRI account,2020-10-26,Silver
3811,1,Monthly issuance,NRI account,2020-10-26,Silver
1785,52,Monthly issuance,NRI account,2020-10-25,Silver
5912,45,Monthly issuance,Salary account,2020-10-25,Silver
1176,19,Monthly issuance,NRI account,2020-10-24,Silver
272,11,Monthly issuance,Salary account,2020-10-23,Silver
366,1,Monthly issuance,Salary account,2020-10-23,Silver
1226,1,Monthly issuance,Salary account,2020-10-23,Silver
2759,46,Monthly issuance,Salary account,2020-10-23,Silver
6902,60,Monthly issuance,Savings account,2020-10-22,Silver
3877,59,Monthly issuance,Salary account,2020-10-22,Silver
2290,37,Monthly issuance,Savings account,2020-10-22,Silver
1330,68,Monthly issuance,NRI account,2020-10-22,Silver
9037,1,Monthly issuance,Salary account,2020-10-22,Silver
1464,73,Monthly issuance,NRI account,2020-10-21,Silver
1819,55,weekly issuance,Savings account,2020-10-21,Diamond
2502,32,Monthly issuance,Savings account,2020-10-21,Silver
1888,6,Monthly issuance,Salary account,2020-10-21,Silver
5317,28,Monthly issuance,NRI account,2020-10-20,Silver
6592,1,Monthly issuance,Salary account,2020-10-20,Silver
1060,6,Monthly issuance,Savings account,2020-10-20,Silver
473,73,Monthly issuance,NRI account,2020-10-20,Silver
1745,53,Monthly issuance,Salary account,2020-10-19,Silver
1090,69,Monthly issuance,NRI account,2020-10-19,Silver
329,3,Monthly issuance,NRI account,2020-10-19,Silver
975,1,Monthly issuance,NRI account,2020-10-19,Silver
3143,38,Monthly issuance,NRI account,2020-10-18,Silver
2709,2,Monthly issuance,Savings account,2020-10-18,Silver
1541,60,Monthly issuance,NRI account,2020-10-18,Silver
305,34,Monthly issuance,NRI account,2020-10-18,Silver
3690,67,issuance after a transaction,Savings account,2020-10-18,Gold
3766,29,issuance after a transaction,Savings account,2020-10-18,Gold
3454,32,Monthly issuance,Savings account,2020-10-17,Silver
2046,68,Monthly issuance,NRI account,2020-10-17,Silver
1492,24,Monthly issuance,Salary account,2020-10-17,Silver
3776,1,Monthly issuance,Salary account,2020-10-16,Silver
1577,67,Monthly issuance,NRI account,2020-10-16,Silver
8784,1,Monthly issuance,Salary account,2020-10-16,Silver
1645,50,Monthly issuance,NRI account,2020-10-16,Silver
713,58,Monthly issuance,NRI account,2020-10-15,Silver
11325,62,Monthly issuance,Savings account,2020-10-15,Silver
8628,2,issuance after a transaction,Savings account,2020-10-15,Gold
4493,61,issuance after a transaction,Salary account,2020-10-15,Gold
410,49,Monthly issuance,Savings account,2020-10-15,Silver
2988,66,issuance after a transaction,Salary account,2020-10-14,Gold
3314,25,Monthly issuance,Salary account,2020-10-14,Silver
4949,33,Monthly issuance,Savings account,2020-10-14,Silver
9677,8,Monthly issuance,NRI account,2020-10-13,Silver
342,64,Monthly issuance,NRI account,2020-10-13,Silver
536,14,Monthly issuance,NRI account,2020-10-13,Silver
350,47,Monthly issuance,Savings account,2020-10-13,Silver
2475,17,Monthly issuance,Savings account,2020-10-13,Silver
10063,4,weekly issuance,Salary account,2020-10-13,Diamond
581,26,Monthly issuance,Savings account,2020-10-13,Silver
6950,36,Monthly issuance,Savings account,2020-10-12,Silver
3271,8,Monthly issuance,NRI account,2020-10-12,Silver
3329,3,Monthly issuance,Savings account,2020-10-12,Silver
4090,72,Monthly issuance,Savings account,2020-10-11,Silver
3249,74,Monthly issuance,Savings account,2020-10-11,Silver
472,8,Monthly issuance,Salary account,2020-10-11,Silver
1777,60,Monthly issuance,NRI account,2020-10-10,Silver
1003,28,Monthly issuance,Savings account,2020-10-10,Silver
3394,23,Monthly issuance,Salary account,2020-10-09,Silver
7636,40,Monthly issuance,Savings account,2020-10-08,Silver
3175,50,Monthly issuance,NRI account,2020-10-08,Silver
1812,31,Monthly issuance,NRI account,2020-10-08,Silver
10607,52,Monthly issuance,Savings account,2020-10-08,Silver
2999,66,Monthly issuance,NRI account,2020-10-08,Silver
921,10,Monthly issuance,Salary account,2020-10-08,Silver
2934,1,Monthly issuance,Salary account,2020-10-08,Silver
261,54,Monthly issuance,NRI account,2020-10-07,Silver
2240,36,Monthly issuance,NRI account,2020-10-07,Silver
2657,55,Monthly issuance,Savings account,2020-10-07,Silver
1558,32,Monthly issuance,NRI account,2020-10-06,Silver
2465,57,Monthly issuance,Savings account,2020-10-06,Silver
814,76,Monthly issuance,Salary account,2020-10-06,Silver
325,75,Monthly issuance,Savings account,2020-10-06,Silver
3904,18,Monthly issuance,NRI account,2020-10-05,Silver
2252,1,Monthly issuance,NRI account,2020-10-05,Silver
826,44,Monthly issuance,Salary account,2020-10-05,Silver
1008,13,Monthly issuance,NRI account,2020-10-05,Silver
3913,23,Monthly issuance,NRI account,2020-10-04,Silver
822,40,Monthly issuance,Salary account,2020-10-04,Silver
1155,43,Monthly issuance,NRI account,2020-10-04,Silver
2807,42,Monthly issuance,Salary account,2020-10-04,Silver
1751,53,Monthly issuance,NRI account,2020-10-04,Silver
3158,71,Monthly issuance,NRI account,2020-10-03,Silver
3071,41,Monthly issuance,Savings account,2020-10-03,Silver
1586,1,Monthly issuance,Salary account,2020-10-03,Silver
3232,37,Monthly issuance,Salary account,2020-10-02,Silver
618,1,Monthly issuance,Savings account,2020-10-02,Silver
1502,1,Monthly issuance,NRI account,2020-10-02,Silver
10857,50,Monthly issuance,Savings account,2020-10-02,Silver
692,69,Monthly issuance,Savings account,2020-10-02,Silver
3843,62,Monthly issuance,Salary account,2020-10-02,Silver
569,76,Monthly issuance,Salary account,2020-10-01,Silver
1500,43,Monthly issuance,Savings account,2020-10-01,Silver
2561,59,Monthly issuance,NRI account,2020-09-29,Silver
972,46,Monthly issuance,Salary account,2020-09-29,Silver
698,71,Monthly issuance,NRI account,2020-09-29,Silver
2294,46,Monthly issuance,Salary account,2020-09-29,Silver
2373,14,Monthly issuance,Salary account,2020-09-29,Silver
241,15,Monthly issuance,NRI account,2020-09-29,Silver
2483,1,Monthly issuance,Salary account,2020-09-29,Silver
2083,1,Monthly issuance,NRI account,2020-09-28,Silver
1823,3,Monthly issuance,Salary account,2020-09-28,Silver
2955,67,Monthly issuance,Salary account,2020-09-27,Silver
3446,6,issuance after a transaction,NRI account,2020-09-27,Gold
3339,1,Monthly issuance,Salary account,2020-09-27,Silver
1631,10,Monthly issuance,Savings account,2020-09-27,Silver
2869,68,Monthly issuance,NRI account,2020-09-27,Silver
3399,63,Monthly issuance,Savings account,2020-09-26,Silver
1374,53,Monthly issuance,Salary account,2020-09-26,Silver
1463,32,Monthly issuance,NRI account,2020-09-25,Silver
3894,52,Monthly issuance,NRI account,2020-09-25,Silver
2091,1,Monthly issuance,NRI account,2020-09-25,Silver
1377,1,Monthly issuance,Salary account,2020-09-25,Silver
9241,74,Monthly issuance,Savings account,2020-09-25,Silver
1308,54,Monthly issuance,Savings account,2020-09-25,Silver
1370,52,Monthly issuance,NRI account,2020-09-25,Silver
770,7,Monthly issuance,Salary account,2020-09-24,Silver
2332,77,Monthly issuance,NRI account,2020-09-24,Silver
1100,35,Monthly issuance,NRI account,2020-09-23,Silver
1484,70,Monthly issuance,Salary account,2020-09-23,Silver
2801,11,Monthly issuance,NRI account,2020-09-23,Silver
1113,8,Monthly issuance,Savings account,2020-09-23,Silver
3967,54,Monthly issuance,Salary account,2020-09-22,Silver
1173,11,Monthly issuance,Salary account,2020-09-22,Silver
7632,68,Monthly issuance,Salary account,2020-09-22,Silver
2339,63,Monthly issuance,Savings account,2020-09-22,Silver
2640,1,Monthly issuance,Savings account,2020-09-21,Silver
2921,54,Monthly issuance,Salary account,2020-09-21,Silver
3431,64,Monthly issuance,NRI account,2020-09-21,Silver
3179,71,Monthly issuance,Savings account,2020-09-20,Silver
2906,49,Monthly issuance,Savings account,2020-09-20,Silver
1538,22,Monthly issuance,NRI account,2020-09-20,Silver
6083,6,weekly issuance,Salary account,2020-09-19,Diamond
1669,39,Monthly issuance,Savings account,2020-09-19,Silver
8268,59,Monthly issuance,Savings account,2020-09-19,Silver
1063,68,Monthly issuance,Salary account,2020-09-19,Silver
1532,54,Monthly issuance,Savings account,2020-09-19,Silver
1957,33,Monthly issuance,NRI account,2020-09-18,Silver
3569,1,Monthly issuance,Savings account,2020-09-18,Silver
10789,75,Monthly issuance,Savings account,2020-09-18,Silver
831,44,Monthly issuance,Salary account,2020-09-18,Silver
3191,72,Monthly issuance,NRI account,2020-09-17,Silver
2076,18,Monthly issuance,NRI account,2020-09-17,Silver
1002,50,Monthly issuance,NRI account,2020-09-17,Silver
8381,14,Monthly issuance,Savings account,2020-09-17,Silver
2275,1,Monthly issuance,Savings account,2020-09-16,Silver
5305,47,Monthly issuance,Salary account,2020-09-16,Silver
1329,53,Monthly issuance,Savings account,2020-09-16,Silver
3098,1,Monthly issuance,Salary account,2020-09-16,Silver
4349,74,Monthly issuance,Savings account,2020-09-16,Silver
2990,30,Monthly issuance,NRI account,2020-09-16,Silver
3800,30,Monthly issuance,Salary account,2020-09-16,Silver
1556,54,Monthly issuance,Savings account,2020-09-15,Silver
6075,19,Monthly issuance,Salary account,2020-09-15,Silver
1066,16,weekly issuance,Savings account,2020-09-15,Diamond
3044,72,Monthly issuance,Salary account,2020-09-14,Silver
3499,51,Monthly issuance,Salary account,2020-09-14,Silver
1474,63,Monthly issuance,NRI account,2020-09-14,Silver
2026,64,Monthly issuance,Savings account,2020-09-14,Silver
164,60,Monthly issuance,NRI account,2020-09-13,Silver
1799,9,Monthly issuance,Savings account,2020-09-13,Silver
1600,1,Monthly issuance,NRI account,2020-09-13,Silver
2164,63,Monthly issuance,NRI account,2020-09-12,Silver
3508,42,Monthly issuance,Savings account,2020-09-12,Silver
2156,1,Monthly issuance,Salary account,2020-09-11,Silver
2349,72,Monthly issuance,Savings account,2020-09-11,Silver
2614,44,Monthly issuance,Savings account,2020-09-11,Silver
339,46,weekly issuance,Salary account,2020-09-11,Diamond
1067,34,Monthly issuance,Savings account,2020-09-10,Silver
2629,66,Monthly issuance,NRI account,2020-09-10,Silver
1774,61,Monthly issuance,Salary account,2020-09-10,Silver
2045,34,Monthly issuance,Savings account,2020-09-09,Silver
2058,34,Monthly issuance,Savings account,2020-09-09,Silver
1190,52,Monthly issuance,NRI account,2020-09-09,Silver
297,74,Monthly issuance,Savings account,2020-09-08,Silver
2914,4,Monthly issuance,Savings account,2020-09-08,Silver
4405,41,Monthly issuance,Salary account,2020-09-08,Silver
2084,44,Monthly issuance,Salary account,2020-09-08,Silver
1408,10,Monthly issuance,Savings account,2020-09-07,Silver
125,2,issuance after a transaction,NRI account,2020-09-07,Gold
2655,1,Monthly issuance,NRI account,2020-09-07,Silver
2314,2,Monthly issuance,Salary account,2020-09-07,Silver
7082,57,Monthly issuance,Salary account,2020-09-06,Silver
1910,60,Monthly issuance,NRI account,2020-09-06,Silver
5362,76,weekly issuance,Salary account,2020-09-06,Diamond
920,58,Monthly issuance,Savings account,2020-09-05,Silver
1525,57,Monthly issuance,NRI account,2020-09-05,Silver
1997,74,Monthly issuance,Savings account,2020-09-05,Silver
1679,68,Monthly issuance,Salary account,2020-09-05,Silver
174,52,Monthly issuance,NRI account,2020-09-04,Silver
694,67,Monthly issuance,NRI account,2020-09-04,Silver
2885,1,Monthly issuance,Savings account,2020-09-04,Silver
2872,1,Monthly issuance,Savings account,2020-09-04,Silver
3126,17,Monthly issuance,NRI account,2020-09-03,Silver
1293,40,Monthly issuance,Salary account,2020-09-03,Silver
406,63,Monthly issuance,NRI account,2020-09-03,Silver
4456,14,Monthly issuance,Savings account,2020-09-03,Silver
3418,42,issuance after a transaction,Savings account,2020-09-02,Gold
871,1,Monthly issuance,Savings account,2020-09-02,Silver
2953,1,Monthly issuance,Savings account,2020-09-02,Silver
1258,3,Monthly issuance,Savings account,2020-09-01,Silver
812,1,Monthly issuance,Salary account,2020-08-30,Silver
3774,72,Monthly issuance,NRI account,2020-08-30,Silver
3272,53,Monthly issuance,NRI account,2020-08-30,Silver
7990,9,Monthly issuance,Salary account,2020-08-30,Silver
7262,70,Monthly issuance,Salary account,2020-08-30,Silver
3504,70,Monthly issuance,Salary account,2020-08-30,Silver
2347,38,Monthly issuance,Savings account,2020-08-30,Silver
269,3,Monthly issuance,Salary account,2020-08-30,Silver
1894,6,Monthly issuance,Salary account,2020-08-29,Silver
1117,68,Monthly issuance,Savings account,2020-08-29,Silver
833,31,Monthly issuance,NRI account,2020-08-29,Silver
3155,28,Monthly issuance,Salary account,2020-08-29,Silver
242,69,Monthly issuance,NRI account,2020-08-29,Silver
10,54,Monthly issuance,NRI account,2020-08-28,Silver
2113,7,Monthly issuance,NRI account,2020-08-28,Silver
2677,5,Monthly issuance,Savings account,2020-08-28,Silver
6062,24,Monthly issuance,Salary account,2020-08-28,Silver
2065,61,Monthly issuance,Savings account,2020-08-28,Silver
987,15,Monthly issuance,Savings account,2020-08-27,Silver
2360,26,Monthly issuance,Salary account,2020-08-27,Silver
399,1,Monthly issuance,Savings account,2020-08-27,Silver
637,49,Monthly issuance,NRI account,2020-08-27,Silver
3353,74,Monthly issuance,Savings account,2020-08-27,Silver
4588,12,Monthly issuance,Salary account,2020-08-27,Silver
10220,44,Monthly issuance,NRI account,2020-08-26,Silver
2792,1,Monthly issuance,NRI account,2020-08-26,Silver
1504,1,Monthly issuance,NRI account,2020-08-26,Silver
3161,48,Monthly issuance,Salary account,2020-08-26,Silver
4186,1,Monthly issuance,Salary account,2020-08-25,Silver
3467,17,Monthly issuance,Savings account,2020-08-25,Silver
1350,21,weekly issuance,NRI account,2020-08-25,Diamond
20,74,Monthly issuance,Savings account,2020-08-24,Silver
2930,1,Monthly issuance,NRI account,2020-08-24,Silver
182,47,Monthly issuance,Salary account,2020-08-24,Silver
1517,5,Monthly issuance,NRI account,2020-08-24,Silver
617,74,Monthly issuance,NRI account,2020-08-23,Silver
2746,24,Monthly issuance,NRI account,2020-08-23,Silver
3427,36,Monthly issuance,NRI account,2020-08-23,Silver
58,29,Monthly issuance,NRI account,2020-08-23,Silver
918,60,Monthly issuance,NRI account,2020-08-23,Silver
324,1,Monthly issuance,Salary account,2020-08-23,Silver
9826,68,Monthly issuance,NRI account,2020-08-23,Silver
2094,73,Monthly issuance,Savings account,2020-08-23,Silver
1593,16,Monthly issuance,Salary account,2020-08-22,Silver
3004,11,Monthly issuance,Savings account,2020-08-22,Silver
2034,54,Monthly issuance,NRI account,2020-08-21,Silver
2622,1,Monthly issuance,Savings account,2020-08-21,Silver
10562,51,Monthly issuance,Salary account,2020-08-21,Silver
7099,1,Monthly issuance,NRI account,2020-08-20,Silver
166,17,Monthly issuance,Salary account,2020-08-20,Silver
1367,74,Monthly issuance,Savings account,2020-08-20,Silver
2795,11,Monthly issuance,Savings account,2020-08-20,Silver
7637,46,Monthly issuance,NRI account,2020-08-19,Silver
4010,30,Monthly issuance,Salary account,2020-08-19,Silver
4144,1,Monthly issuance,Salary account,2020-08-19,Silver
3347,4,Monthly issuance,Savings account,2020-08-19,Silver
2976,13,Monthly issuance,Salary account,2020-08-19,Silver
4480,58,Monthly issuance,Salary account,2020-08-19,Silver
4969,60,weekly issuance,NRI account,2020-08-19,Diamond
1274,54,weekly issuance,Savings account,2020-08-19,Diamond
3741,65,Monthly issuance,Salary account,2020-08-18,Silver
3311,8,Monthly issuance,NRI account,2020-08-18,Silver
656,3,Monthly issuance,Salary account,2020-08-18,Silver
1667,56,Monthly issuance,Savings account,2020-08-18,Silver
3789,6,Monthly issuance,Savings account,2020-08-18,Silver
8038,47,Monthly issuance,NRI account,2020-08-17,Silver
967,15,Monthly issuance,Salary account,2020-08-17,Silver
382,14,Monthly issuance,Savings account,2020-08-16,Silver
42,39,Monthly issuance,NRI account,2020-08-16,Silver
945,18,Monthly issuance,NRI account,2020-08-16,Silver
2764,53,Monthly issuance,Salary account,2020-08-15,Silver
2973,23,Monthly issuance,Salary account,2020-08-15,Silver
2209,65,Monthly issuance,Salary account,2020-08-15,Silver
2013,54,Monthly issuance,Savings account,2020-08-15,Silver
1935,38,Monthly issuance,NRI account,2020-08-15,Silver
447,5,Monthly issuance,Savings account,2020-08-14,Silver
3549,27,Monthly issuance,NRI account,2020-08-14,Silver
1563,47,Monthly issuance,Salary account,2020-08-14,Silver
753,31,Monthly issuance,Savings account,2020-08-14,Silver
779,16,Monthly issuance,Savings account,2020-08-13,Silver
916,1,Monthly issuance,NRI account,2020-08-13,Silver
271,1,Monthly issuance,NRI account,2020-08-13,Silver
2439,74,Monthly issuance,Salary account,2020-08-13,Silver
2210,31,Monthly issuance,Savings account,2020-08-13,Silver
1885,47,Monthly issuance,Salary account,2020-08-13,Silver
176,71,weekly issuance,Salary account,2020-08-12,Diamond
3066,74,Monthly issuance,NRI account,2020-08-12,Silver
911,60,Monthly issuance,Salary account,2020-08-12,Silver
2149,7,Monthly issuance,Salary account,2020-08-11,Silver
416,6,Monthly issuance,Salary account,2020-08-11,Silver
1501,50,Monthly issuance,NRI account,2020-08-11,Silver
2114,30,Monthly issuance,Savings account,2020-08-11,Silver
3749,68,Monthly issuance,Salary account,2020-08-10,Silver
1223,70,Monthly issuance,NRI account,2020-08-10,Silver
613,74,issuance after a transaction,Salary account,2020-08-10,Gold
2947,57,Monthly issuance,NRI account,2020-08-09,Silver
2086,70,weekly issuance,Salary account,2020-08-09,Diamond
3020,3,Monthly issuance,Salary account,2020-08-09,Silver
1211,49,Monthly issuance,Salary account,2020-08-09,Silver
2724,11,Monthly issuance,Savings account,2020-08-09,Silver
963,7,Monthly issuance,Salary account,2020-08-09,Silver
4442,54,Monthly issuance,NRI account,2020-08-08,Silver
1325,26,Monthly issuance,Savings account,2020-08-08,Silver
715,32,Monthly issuance,Savings account,2020-08-08,Silver
9491,7,weekly issuance,Salary account,2020-08-08,Diamond
2917,68,Monthly issuance,NRI account,2020-08-08,Silver
503,1,Monthly issuance,NRI account,2020-08-08,Silver
2794,74,Monthly issuance,Savings account,2020-08-08,Silver
2191,1,Monthly issuance,NRI account,2020-08-08,Silver
3614,19,Monthly issuance,NRI account,2020-08-07,Silver
2066,25,Monthly issuance,Salary account,2020-08-07,Silver
2117,48,Monthly issuance,NRI account,2020-08-07,Silver
436,30,Monthly issuance,NRI account,2020-08-07,Silver
2329,1,Monthly issuance,Salary account,2020-08-07,Silver
2134,52,Monthly issuance,Savings account,2020-08-06,Silver
1738,15,Monthly issuance,Savings account,2020-08-06,Silver
1576,35,weekly issuance,Salary account,2020-08-06,Diamond
1267,43,Monthly issuance,Salary account,2020-08-05,Silver
2102,41,Monthly issuance,NRI account,2020-08-05,Silver
1654,30,Monthly issuance,Savings account,2020-08-05,Silver
2383,68,Monthly issuance,NRI account,2020-08-05,Silver
2350,18,Monthly issuance,NRI account,2020-08-04,Silver
4438,48,Monthly issuance,Salary account,2020-08-04,Silver
2004,42,Monthly issuance,Savings account,2020-08-04,Silver
2101,9,Monthly issuance,Savings account,2020-08-04,Silver
3397,49,Monthly issuance,NRI account,2020-08-04,Silver
3040,17,Monthly issuance,NRI account,2020-08-03,Silver
4071,64,Monthly issuance,NRI account,2020-08-03,Silver
2278,1,Monthly issuance,Savings account,2020-08-03,Silver
371,12,Monthly issuance,Salary account,2020-08-02,Silver
9159,64,Monthly issuance,Savings account,2020-08-02,Silver
1906,1,Monthly issuance,Savings account,2020-08-01,Silver
194,44,Monthly issuance,NRI account,2020-08-01,Silver
3359,8,Monthly issuance,Salary account,2020-07-30,Silver
9646,1,weekly issuance,NRI account,2020-07-30,Diamond
10954,25,Monthly issuance,NRI account,2020-07-29,Silver
1571,66,Monthly issuance,Salary account,2020-07-29,Silver
1160,39,weekly issuance,NRI account,2020-07-29,Diamond
1985,20,Monthly issuance,Salary account,2020-07-29,Silver
4389,77,Monthly issuance,NRI account,2020-07-28,Silver
3192,18,Monthly issuance,Salary account,2020-07-28,Silver
836,46,Monthly issuance,Salary account,2020-07-28,Silver
3880,3,Monthly issuance,NRI account,2020-07-28,Silver
7424,68,Monthly issuance,Salary account,2020-07-28,Silver
1187,55,Monthly issuance,Savings account,2020-07-28,Silver
25,68,Monthly issuance,NRI account,2020-07-28,Silver
3491,51,Monthly issuance,NRI account,2020-07-27,Silver
6453,34,Monthly issuance,Savings account,2020-07-27,Silver
7907,70,Monthly issuance,Savings account,2020-07-27,Silver
2291,49,Monthly issuance,NRI account,2020-07-27,Silver
1900,27,Monthly issuance,Savings account,2020-07-27,Silver
3443,45,Monthly issuance,NRI account,2020-07-26,Silver
11027,32,weekly issuance,Savings account,2020-07-26,Diamond
303,71,Monthly issuance,Savings account,2020-07-25,Silver
3932,74,Monthly issuance,NRI account,2020-07-25,Silver
2717,74,Monthly issuance,Salary account,2020-07-25,Silver
2983,42,Monthly issuance,Savings account,2020-07-25,Silver
1490,5,Monthly issuance,NRI account,2020-07-25,Silver
4320,61,Monthly issuance,Savings account,2020-07-23,Silver
6495,6,Monthly issuance,Savings account,2020-07-23,Silver
3511,70,Monthly issuance,NRI account,2020-07-23,Silver
378,68,Monthly issuance,NRI account,2020-07-22,Silver
1188,16,Monthly issuance,NRI account,2020-07-22,Silver
2652,1,Monthly issuance,Savings account,2020-07-22,Silver
3526,1,Monthly issuance,Salary account,2020-07-22,Silver
113,55,Monthly issuance,Savings account,2020-07-22,Silver
3733,33,Monthly issuance,Salary account,2020-07-22,Silver
683,74,Monthly issuance,NRI account,2020-07-22,Silver
3494,60,Monthly issuance,NRI account,2020-07-22,Silver
3518,9,Monthly issuance,NRI account,2020-07-22,Silver
7674,1,Monthly issuance,Salary account,2020-07-21,Silver
11123,39,Monthly issuance,Salary account,2020-07-21,Silver
1765,18,Monthly issuance,Salary account,2020-07-21,Silver
847,2,Monthly issuance,Salary account,2020-07-21,Silver
4618,3,Monthly issuance,Salary account,2020-07-21,Silver
3543,74,Monthly issuance,Savings account,2020-07-21,Silver
1471,1,Monthly issuance,Salary account,2020-07-21,Silver
3472,55,Monthly issuance,NRI account,2020-07-21,Silver
2407,1,Monthly issuance,NRI account,2020-07-21,Silver
1893,48,Monthly issuance,Salary account,2020-07-20,Silver
2882,44,Monthly issuance,Salary account,2020-07-20,Silver
5250,8,weekly issuance,NRI account,2020-07-20,Diamond
2266,50,Monthly issuance,Savings account,2020-07-19,Silver
137,70,Monthly issuance,NRI account,2020-07-19,Silver
3562,50,Monthly issuance,Savings account,2020-07-19,Silver
9138,26,Monthly issuance,NRI account,2020-07-18,Silver
5837,5,Monthly issuance,Salary account,2020-07-18,Silver
971,12,Monthly issuance,Savings account,2020-07-18,Silver
81,74,Monthly issuance,Salary account,2020-07-18,Silver
4537,53,weekly issuance,NRI account,2020-07-18,Diamond
4086,66,Monthly issuance,Salary account,2020-07-17,Silver
6461,50,Monthly issuance,Savings account,2020-07-17,Silver
110,36,Monthly issuance,Salary account,2020-07-17,Silver
526,67,Monthly issuance,Savings account,2020-07-16,Silver
571,72,Monthly issuance,Savings account,2020-07-16,Silver
3946,70,Monthly issuance,NRI account,2020-07-16,Silver
